species,category,pattern_type,status,arrival,peak,departure,spring_arrival,spring_peak,spring_departure,fall_arrival,fall_peak,fall_departure,winter_arrival,winter_peak,winter_departure,first_appears,last_appears
Greater Yellowlegs,two-passage-migrant,two-passage,,,,,April 8-14,April 22-30,May 8-14,July 22-31,October 15-21,November 8-14,,,,,
Ruddy Turnstone,vagrant,irregular,irregular,,August 1-7,,,,,,,,,,,August 1-7,September 1-7
Red Knot,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,August 22-31,September 15-21
Stilt Sandpiper,single-season,summer,,August 22-31,September 1-7,September 1-7,,,,,,,,,,,
Buff-breasted Sandpiper,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,August 22-31,August 22-31
Sanderling,vagrant,irregular,irregular,,November 1-7,,,,,,,,,,,May 8-14,November 8-14
Dunlin,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,October 22-31,November 8-14,November 15-21,,,,,
Purple Sandpiper,vagrant,irregular,irregular,,November 22-30,,,,,,,,,,,,
Baird's Sandpiper,vagrant,irregular,irregular,,September 1-7,,,,,,,,,,,August 15-21,November 8-14
White-rumped Sandpiper,vagrant,irregular,irregular,,October 8-14,,,,,,,,,,,May 8-14,November 1-7
Least Sandpiper,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,July 1-7,August 22-31,September 8-14,,,,,
Pectoral Sandpiper,two-passage-migrant,two-passage,,,,,April 15-21,April 15-21,April 15-21,July 22-31,October 1-7,November 8-14,,,,,
Semipalmated Sandpiper,two-passage-migrant,two-passage,,,,,May 22-31,May 22-31,May 22-31,July 22-31,August 15-21,August 22-31,,,,,
Long-tailed Jaeger,vagrant,irregular,irregular,,September 1-7,,,,,,,,,,,September 1-7,September 1-7
Parasitic Jaeger,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,September 15-21,September 15-21
Pomarine Jaeger,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,,
Ancient Murrelet,vagrant,irregular,irregular,,November 15-21,,,,,,,,,,,November 15-21,November 15-21
Little Gull,single-season,winter,,,,,,,,,,,November 1-7,November 1-7,December 8-14,,
Black-legged Kittiwake,vagrant,irregular,irregular,,December 1-7,,,,,,,,,,,November 15-21,December 8-14
Bonaparte's Gull,two-passage-migrant,two-passage,,,,,March 22-31,April 8-14,May 1-7,September 15-21,November 8-14,January 8-14,,,,,
Franklin's Gull,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,September 1-7,November 15-21
Ring-billed Gull,resident,year-round,year-round,,,,,,,,,,,,,,
American Herring Gull,single-season,winter,,,,,,,,,,,August 22-31,December 22-31,May 22-31,,
Vega Gull,vagrant,irregular,irregular,,December 15-21,,,,,,,,,,,December 8-14,December 15-21
Great Black-backed Gull,single-season,winter,,,,,,,,,,,November 15-21,December 22-31,March 8-14,,
Glaucous Gull,single-season,winter,,,,,,,,,,,December 8-14,December 22-31,February 22-28,,
Lesser Black-backed Gull,single-season,winter,,,,,,,,,,,November 8-14,December 22-31,February 22-28,,
California Gull,vagrant,irregular,irregular,,December 1-7,,,,,,,,,,,December 1-7,December 1-7
Slaty-backed Gull,vagrant,irregular,irregular,,December 22-31,,,,,,,,,,,January 1-7,December 22-31
Iceland Gull,single-season,winter,,,,,,,,,,,December 8-14,December 22-31,February 8-14,,
Gull-billed Tern,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,September 15-21,September 15-21
Caspian Tern,two-passage-migrant,two-passage,,,,,April 15-21,April 22-30,April 22-30,July 15-21,September 15-21,October 8-14,,,,,
Black Tern,vagrant,irregular,irregular,,July 1-7,,,,,,,,,,,May 8-14,September 8-14
White-winged Tern,vagrant,irregular,irregular,,July 1-7,,,,,,,,,,,,
Forster's Tern,two-passage-migrant,two-passage,,,,,April 1-7,April 22-30,June 1-7,September 1-7,September 15-21,November 1-7,,,,,
Common Tern,single-season,summer,,April 15-21,May 1-7,November 1-7,,,,,,,,,,,
Pied-billed Grebe,two-passage-migrant,two-passage,,,,,March 15-21,April 8-14,May 8-14,July 1-7,September 15-21,November 22-30,,,,,
Horned Grebe,two-passage-migrant,two-passage,,,,,March 1-7,April 1-7,May 1-7,October 22-31,November 15-21,December 8-14,,,,,
Red-necked Grebe,single-season,winter,,,,,,,,,,,November 15-21,December 1-7,December 8-14,,
Eared Grebe,vagrant,irregular,irregular,,February 8-14,,,,,,,,,,,February 1-7,May 8-14
Red-throated Loon,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,May 15-21,November 8-14
Pacific Loon,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,April 22-30,May 1-7
Common Loon,two-passage-migrant,two-passage,,,,,March 15-21,April 1-7,May 1-7,November 1-7,November 15-21,December 1-7,,,,,
Lesser Frigatebird,vagrant,irregular,irregular,,September 8-14,,,,,,,,,,,September 8-14,September 8-14
Northern Gannet,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,November 8-14,December 1-7
Anhinga,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,,
Double-crested Cormorant,single-season,summer,,March 22-31,September 15-21,November 22-30,,,,,,,,,,,
Neotropic Cormorant,vagrant,irregular,irregular,,July 1-7,,,,,,,,,,,July 1-7,September 8-14
Glossy Ibis,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,May 1-7,May 1-7
White-faced Ibis,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,April 22-30,May 22-31
American Bittern,vagrant,irregular,irregular,,June 1-7,,,,,,,,,,,April 1-7,December 8-14
Least Bittern,two-passage-migrant,two-passage,,,,,July 1-7,July 1-7,July 1-7,November 8-14,November 15-21,November 15-21,,,,,
Yellow-crowned Night Heron,vagrant,irregular,irregular,,August 1-7,,,,,,,,,,,April 22-30,August 22-31
Black-crowned Night Heron,vagrant,irregular,irregular,,August 1-7,,,,,,,,,,,January 1-7,December 22-31
Little Blue Heron,vagrant,irregular,irregular,,August 15-21,,,,,,,,,,,August 1-7,September 22-30
Tricolored Heron,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,August 22-31,August 22-31
Snowy Egret,vagrant,irregular,irregular,,August 22-31,,,,,,,,,,,April 22-30,October 8-14
Green Heron,single-season,summer,,April 22-30,August 22-31,September 22-30,,,,,,,,,,,
Western Cattle-Egret,vagrant,irregular,irregular,,November 22-30,,,,,,,,,,,April 8-14,November 22-30
Great Egret,single-season,summer,,April 1-7,September 15-21,November 15-21,,,,,,,,,,,
Great Blue Heron,resident,year-round,year-round,,,,,,,,,,,,,,
American White Pelican,two-passage-migrant,two-passage,,,,,April 8-14,May 8-14,June 15-21,September 1-7,October 15-21,October 15-21,,,,,
Black Vulture,vagrant,irregular,irregular,,March 15-21,,,,,,,,,,,March 15-21,October 8-14
Turkey Vulture,single-season,summer,,March 8-14,September 15-21,November 8-14,,,,,,,,,,,
Osprey,single-season,summer,,April 1-7,September 15-21,October 8-14,,,,,,,,,,,
Golden Eagle,single-season,winter,,,,,,,,,,,October 15-21,November 1-7,November 22-30,,
Sharp-shinned Hawk,single-season,summer,,September 8-14,September 15-21,November 8-14,,,,,,,,,,,
Cooper's Hawk,resident,year-round,year-round,,,,,,,,,,,,,,
American Goshawk,vagrant,irregular,irregular,,November 1-7,,,,,,,,,,,January 15-21,December 22-31
Northern Harrier,two-passage-migrant,two-passage,,,,,December 22-31,December 22-31,December 22-31,September 8-14,September 15-21,November 15-21,,,,,
Bald Eagle,resident,year-round,year-round,,,,,,,,,,,,,,
Mississippi Kite,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,,
Harris's Hawk,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,,
Broad-winged Hawk,single-season,summer,,September 8-14,September 15-21,September 22-30,,,,,,,,,,,
Red-shouldered Hawk,two-passage-migrant,two-passage,,,,,January 1-7,January 15-21,January 15-21,September 15-21,October 22-31,November 22-30,,,,,
Swainson's Hawk,vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,September 1-7,October 22-31
Red-tailed Hawk,resident,year-round,year-round,,,,,,,,,,,,,,
Rough-legged Hawk,single-season,winter,,,,,,,,,,,October 22-31,November 1-7,February 1-7,,
American Barn Owl,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,,
Eastern Screech-Owl,resident,year-round,year-round,,,,,,,,,,,,,,
Snowy Owl,two-passage-migrant,two-passage,,,,,March 1-7,March 1-7,March 1-7,November 22-30,December 15-21,January 22-31,,,,,
Great Horned Owl,single-season,winter,,,,,,,,,,,July 15-21,December 22-31,May 15-21,,
